Date,Offence Category,Offence,Victim Tally,County,Specific Area,Victim Gender,Victim Age,Perpetrator Tally,Perpetrator Gender,Perpetrator Age,Motive,Weapon,Source,Case Summary,Year,Month,Quarter
2026-05-20,Homicide & Unlawful Killing,Murder,1,Nairobi,Mwiki,Female,,3.0,Unknown,,Unknown,Acid,The Standard pg 3,Racheal Wandeto was alledgly attacked by three people on her way home with an unknown liquid .She suffered severe burns from the liquid and was rushed to KNH for treatment but she succumbed to her injuries on Monday. The reason for the attack is yet to be determined.,2026,2026-05,2026 Q2
2026-05-20,Police Misconduct,Police Brutality,12,Unknown,,Male and Female,,,Unknown,,Unknown,Firearm,Daily Nation pg 4,Across Nairobi and other parts of the country kenyans conducted protests against the rise of fuel prices and some were caught up in the battle between the police and the protesters and were shot to death even though they were not armed.,2026,2026-05,2026 Q2
2026-05-20,Homicide & Unlawful Killing,Attempted Murder,1,Nairobi,,Female,,,Unknown,,Crowd control during protests,Firearm,The Standard Pg 8,"Valery Amondi was injured after being shot in the torso and is currently recovering in hospital. According to the victim’s statement, Valery Amondi was not involved in the protests that were taking place and was instead on the way to work, maintaining distance from the demonstrators at the time the shooting occurred.",2026,2026-05,2026 Q2
2026-05-20,"Robbery, Theft & Burglary",Robbery With Violence,2,Makueni,Wote,Unknown,,,Unknown,,Protest over rising fuel prices,Stones,The standaed pg 10,"During demonstrations in Wote, Makueni County, violent clashes broke out between a large group of youths and police officers. The confrontation escalated into physical attacks on law enforcement, resulting in two police officers sustaining injuries and being hospitalised.Amid the chaos caused by tear gas deployment and crowd dispersal, a group of youths reportedly surrounded police officers and stole a firearm from one officer before fleeing.",2026,2026-05,2026 Q2
2026-05-20,Homicide & Unlawful Killing,Murder,1,Nairobi,Marurui,Female,20,,Unknown,,Crowd control during protests,Firearm,The Standard Pg 8,"A 20-year-old individual identified as Prudence Imali was shot and killed in Marurui, a location within Nairobi. The body of Prudence Imali was transferred to the Kenyatta National Hospital mortuary following the incident.",2026,2026-05,2026 Q2
2026-05-20,Property Destruction & Arson,Arson,12,Nakuru,Naivasha,Unknown,,,Unknown,,Protest over rising fuel prices,Fire,The Standard Pg 8,"A total of nine trucks were burned,while three supermarkets were looted and subsequently set on fire during protest unrest.The scale of property destruction had a severe impact on local businesses.",2026,2026-05,2026 Q2
2026-05-20,Homicide & Unlawful Killing,Murder,1,Kakamega,Maraba area,Male,22,,Unknown,,Crowd control during protests,Firearm,The Standard Pg 3,"The incident occurred during nationwide protests against rising fuel prices, which led to unrest across several Kenyan counties. In Kakamega, tensions escalated when police attempted to disperse demonstrators moving from the central business district toward Maraba.During the confrontation, police reportedly opened fire on protesters. One of the victims, Derrick Machanja, a student at Sigalagala National Polytechnic, was shot and later died from head injuries. Reports indicate that he collapsed after being shot while protests were being dispersed.",2026,2026-05,2026 Q2
2026-05-20,Assault & Bodily Harm,Assault,1,Nairobi,Kangemi,Male,,,Unknown,,Protest related unrest,Unknown,Daily Nation Pg 15,"Nairobi Regional Police Commander Issa Mohamud was attacked by a group of youths in Kangemi and later hospitalised. The Directorate of Criminal Investigations (DCI) intended to charge several suspects with serious offences including assault, arson, and robbery with violence.",2026,2026-05,2026 Q2
2026-05-20,Homicide & Unlawful Killing,Murder,1,Nairobi,Ndonyo shopping centre in dagoretti,Male,32,,Unknown,,Crowd control during protests,Firearm,The Standard Pg 3,"A 32-year-old boda boda rider, George Kariuki, was fatally shot during protests linked to rising fuel prices and a matatu strike. The incident occurred near a shopping centre in the Dandora/Dagoretti area, only a few metres from his residence in an informal settlement.",2026,2026-05,2026 Q2
2026-05-22,Homicide & Unlawful Killing,Murder,1,Vihiga,,Female,,,Unknown,,Sexual Satisfaction,Unknown,The Standard Pg 2,A grade 8 pupil of Masana Secondary School was found Dead after going missing on Monday evening after school.,2026,2026-05,2026 Q2
2026-05-22,Homicide & Unlawful Killing,Murder And Sexual Assault,1,Nakuru,Njoro ,Female,12,1.0,Male,16,Unknown,Strangulation,The Standard Pg 2,"A grade 6 pupil Mercy Nyambura was found dead in a maize plantation at lare, Njoro sub county. Allegedly defilled, tortoured and killed. Her body bore multiple injuries, bruises on the neck and severe injuries on the face.",2026,2026-05,2026 Q2
2026-05-22,Corruption & Abuse of Office,Abuse Of Office,1,Nairobi,Nairobi Central Police Station,Male and Female,,1.0,Male,,Bribery,Unknown,The Standard Pg 5,Dishen  Angoya (OCS Nairobi central police station) was arrested after abuse of office by releasing 64 suspect arrested over public order offence.,2026,2026-05,2026 Q2
2026-05-22,Corruption & Abuse of Office,Abuse Of Office,1,Siaya,Governor’s residences,Male,,2.0,Male,,Alleged political retaliation,Abuse of office,The Standard Pg 11,"A lobby group known as the Centre for Litigation Trust filed a petition in the High Court seeking orders compelling Interior CS Kipchumba Murkomen and Inspector General Douglas Kanja to immediately reinstate the security detail assigned to Siaya Governor James Orengo. According to court filings and Orengo’s protest letter, his personal and residential security officers were abruptly withdrawn on May 19, 2026, without prior notice, explanation, or replacement officers being assigned.",2026,2026-05,2026 Q2
2026-05-23,Homicide & Unlawful Killing,Murder,1,Isiolo,Isiolo,Male,,,Unknown,,Unknown,Unknown,The Standard Page3,"Residents of Isiolo County were shocked after authorities and family members discovered suspected human remains along with clothes and shoes believed to belong to missing businessman George Gitonga. Gitonga had disappeared on the night of May 1 at around 9 pm. Police confirmed the discovery during an active search operation. Investigators stated that the recovered clothing and shoes appear to match what the trader was wearing before he vanished. The case remains under investigation, with no suspects or motive identified so far.",2026,2026-05,2026 Q2
2026-05-23,Homicide & Unlawful Killing,Attempted Murder,1,Bomet,Chemalal Mixed Day and Boarding Secondary School,Female,17,1.0,Male,23,Love triangle,Sharp object,The Standard Page3,A 17-year-old Form Three student from Chemalal Mixed Day and Boarding Secondary School in Bomet County was seriously injured after allegedly being stabbed by her 23-year-old classmate during a Christian Union session. Police say the attack may have been linked to a suspected love triangle and a secret relationship between the two students. The suspect reportedly used a knife to stab the girl in the chest and left arm before members of the public responded to her screams and attacked him. He was later rescued and handed over to the police as investigations continue.,2026,2026-05,2026 Q2
2026-05-23,Homicide & Unlawful Killing,Murder,1,Nakuru,Naivasha,Male,17,,Unknown,,Violence connected to fuel-related demonstrations and unrest,Firearm,The Standard Page11,"A 17-year-old boy identified as Harrison Karanja died after being shot in the head during fuel-related protests in Naivasha. The unrest resulted in widespread destruction, including vandalism of supermarkets and the burning of trucks. Authorities reported that at least 11 people suffered gunshot injuries while more than 100 suspects were arrested over the chaos and looting. Another student was reportedly injured by a stray bullet during the demonstrations. The incident raised the death toll from the protests to three as investigations and arrests continued.",2026,2026-05,2026 Q2
2026-05-23,"Robbery, Theft & Burglary",Robbery With Violence,1,Uasin Gishu,The Nakuru-Eldoret-Webuye highway,Female,,3.0,Male,,Financial Gain,Firearm,Daily Nation page12,"The case involves police officer Philip Edasi and his accomplices, Mahat Abdullahi and Earnest Odongo, who were charged with robbery with violence after using a fake highway checkpoint to rob businesswoman Suad Zaid Abdi of over Sh14.1 million in cash and electronics.",2026,2026-05,2026 Q2
2026-05-24,Organized Crime & Terrorism,Organized Crime,1,Nairobi,"Kariobangi area, backsreets, garages, slum areas, industrial zones in Nairobi",Unknown,,,Unknown,,Financial gain,Chop shop method,Daily Nation page 2,"An Organized criminal syndicate in Nairobi is involved in stealing vehicles, dismantling them and selling the parts through illegal spare-parts networks involving gangs, mechanics, dealers and cartels for financial gain.",2026,2026-05,2026 Q2
2026-05-24,Corruption & Abuse of Office,Abuse Of Office,1,Bungoma,,Unknown,,,Unknown,,Financial gain,System manipulation,The Standard page9,"Bungoma Governor Kenneth Lusaka raised concerns over the existence of about 1,000 alleged ghost workers within the county government payroll. He warned county officials accused of facilitating the fraudulent recruitment scheme that stern disciplinary and legal action would be taken. Lusaka announced that a forensic audit would be conducted to identify how the ghost workers contributed to the county’s growing wage bill. Some employees had already been suspended pending investigations.",2026,2026-05,2026 Q2
2026-05-24,Homicide & Unlawful Killing,Murder,1,Kiambu,Ngarariga,Male,,1.0,Male,,Dispute that escalated into a physical confrontation,Sharp object,The Standard page3,"A man identified as Stephen Mbugua Mwangi was arrested in Limuru, Kiambu County, for allegedly stabbing his neighbour, George Kimani, after a dispute in the Ngarariga area escalated into a physical fight. Kimani was rushed to Limuru Nursing Home by good Samaritans but died from his injuries upon arrival. Police obtained 21 days to detain the suspect as investigations continue. Following the incident, angry residents allegedly attempted to burn down the suspect’s house, but police intervened and prevented the attack.",2026,2026-05,2026 Q2
